"","x"
"12386","CUEDC1"
"12387","VEZF1"
"12388","AC015813.1"
"12389","SRSF1"
"12390","DYNLL2"
"12391","OR4D1"
"12392","MKS1"
"12393","TSPOAP1"
"12394","TSPOAP1-AS1"
"12395","AC004687.1"
"12396","SUPT4H1"
"12397","RNF43"
"12398","HSF5"
"12399","MTMR4"
"12400","SEPT4"
"12401","TEX14"
"12402","RAD51C"
"12403","TRIM37"
"12404","AC099850.1"
"12405","SKA2"
"12406","PRR11"
"12407","SMG8"
"12408","GDPD1"
"12409","YPEL2"
"12410","DHX40"
"12411","AC091271.1"
"12412","CLTC"
"12413","PTRH2"
"12414","VMP1"
"12415","TUBD1"
"12416","RPS6KB1"
"12417","RNFT1"
"12418","RNFT1-DT"
"12419","HEATR6"
"12420","USP32"
"12421","APPBP2"
"12422","AC011921.1"
"12423","PPM1D"
"12424","BCAS3"
"12425","BRIP1"
"12426","INTS2"
"12427","MED13"
"12428","METTL2A"
"12429","TLK2"
"12430","MRC2"
"12431","TANC2"
"12432","CYB561"
"12433","ACE"
"12434","DCAF7"
"12435","TACO1"
"12436","MAP3K3"
"12437","STRADA"
"12438","LIMD2"
"12439","CCDC47"
"12440","DDX42"
"12441","FTSJ3"
"12442","PSMC5"
"12443","SMARCD2"
"12444","CD79B"
"12445","PRR29"
"12446","ICAM2"
"12447","ERN1"
"12448","SNHG25"
"12449","TEX2"
"12450","PECAM1"
"12451","MILR1"
"12452","POLG2"
"12453","DDX5"
"12454","CEP95"
"12455","SMURF2"
"12456","LRRC37A3"
"12457","AC103810.2"
"12458","GNA13"
"12459","RGS9"
"12460","AXIN2"
"12461","CEP112"
"12462","PRKCA"
"12463","CACNG4"
"12464","HELZ"
"12465","AC007448.3"
"12466","PSMD12"
"12467","PITPNC1"
"12468","NOL11"
"12469","BPTF"
"12470","C17orf58"
"12471","KPNA2"
"12472","AC005332.7"
"12473","AC005332.4"
"12474","AC005332.6"
"12475","AC005332.8"
"12476","AC005332.3"
"12477","AC005332.5"
"12478","AC005332.1"
"12479","AMZ2"
"12480","ARSG"
"12481","SLC16A6"
"12482","WIPI1"
"12483","PRKAR1A"
"12484","ABCA5"
"12485","MAP2K6"
"12486","SOX9"
"12487","LINC00511"
"12488","SLC39A11"
"12489","COG1"
"12490","FAM104A"
"12491","C17orf80"
"12492","CDC42EP4"
"12493","SDK2"
"12494","RPL38"
"12495","AC100786.1"
"12496","TTYH2"
"12497","DNAI2"
"12498","KIF19"
"12499","CD300A"
"12500","RAB37"
"12501","SLC9A3R1"
"12502","NAT9"
"12503","TMEM104"
"12504","FDXR"
"12505","HID1"
"12506","CDR2L"
"12507","MRPL58"
"12508","KCTD2"
"12509","ATP5PD"
"12510","SLC16A5"
"12511","ARMC7"
"12512","NT5C"
"12513","JPT1"
"12514","SUMO2"
"12515","NUP85"
"12516","GGA3"
"12517","MRPS7"
"12518","MIF4GD"
"12519","AC022211.2"
"12520","SLC25A19"
"12521","GRB2"
"12522","TMEM94"
"12523","TSEN54"
"12524","LLGL2"
"12525","MYO15B"
"12526","RECQL5"
"12527","SAP30BP"
"12528","ITGB4"
"12529","GALK1"
"12530","H3F3B"
"12531","UNK"
"12532","UNC13D"
"12533","WBP2"
"12534","TRIM47"
"12535","TRIM65"
"12536","MRPL38"
"12537","FBF1"
"12538","ACOX1"
"12539","TEN1"
"12540","CDK3"
"12541","SRP68"
"12542","ZACN"
"12543","GALR2"
"12544","EXOC7"
"12545","FOXJ1"
"12546","RNF157"
"12547","UBALD2"
"12548","QRICH2"
"12549","PRPSAP1"
"12550","SPHK1"
"12551","UBE2O"
"12552","RHBDF2"
"12553","CYGB"
"12554","PRCD"
"12555","AC015802.6"
"12556","ST6GALNAC2"
"12557","ST6GALNAC1"
"12558","AC005837.1"
"12559","MXRA7"
"12560","JMJD6"
"12561","METTL23"
"12562","SRSF2"
"12563","MFSD11"
"12564","SEC14L1"
"12565","SEPT9"
"12566","AC111182.1"
"12567","LINC01973"
"12568","TNRC6C"
"12569","TMC6"
"12570","TMC8"
"12571","SYNGR2"
"12572","TK1"
"12573","AFMID"
"12574","BIRC5"
"12575","AC087645.2"
"12576","SOCS3"
"12577","AC061992.1"
"12578","PGS1"
"12579","LINC02081"
"12580","CYTH1"
"12581","USP36"
"12582","TIMP2"
"12583","LGALS3BP"
"12584","CANT1"
"12585","ENGASE"
"12586","CBX2"
"12587","CBX8"
"12588","CBX4"
"12589","TBC1D16"
"12590","GAA"
"12591","EIF4A3"
"12592","AC087741.1"
"12593","SGSH"
"12594","SLC26A11"
"12595","RNF213"
"12596","AC124319.2"
"12597","ENDOV"
"12598","AC120024.1"
"12599","RPTOR"
"12600","CHMP6"
"12601","AC127496.5"
"12602","BAIAP2-DT"
"12603","BAIAP2"
"12604","AATK"
"12605","CEP131"
"12606","TEPSIN"
"12607","NDUFAF8"
"12608","SLC38A10"
"12609","ACTG1"
"12610","FAAP100"
"12611","NPLOC4"
"12612","TSPAN10"
"12613","PDE6G"
"12614","OXLD1"
"12615","CCDC137"
"12616","ARL16"
"12617","HGS"
"12618","AC139530.1"
"12619","MRPL12"
"12620","SLC25A10"
"12621","MCRIP1"
"12622","P4HB"
"12623","AC145207.3"
"12624","ARHGDIA"
"12625","AC145207.2"
"12626","AC145207.5"
"12627","ALYREF"
"12628","ANAPC11"
"12629","NPB"
"12630","PCYT2"
"12631","SIRT7"
"12632","MAFG"
"12633","PYCR1"
"12634","ASPSCR1"
"12635","CENPX"
"12636","LRRC45"
"12637","RAC3"
"12638","DCXR"
"12639","AC137723.1"
"12640","RFNG"
"12641","GPS1"
"12642","DUS1L"
"12643","FASN"
"12644","CCDC57"
"12645","SLC16A3"
"12646","CSNK1D"
"12647","LINC01970"
"12648","AC132872.1"
"12649","CD7"
"12650","SECTM1"
"12651","OGFOD3"
"12652","HEXDC"
"12653","CYBC1"
"12654","NARF"
"12655","FOXK2"
"12656","AC124283.1"
"12657","WDR45B"
"12658","RAB40B"
"12659","FN3KRP"
"12660","FN3K"
"12661","TBCD"
"12662","AC087222.1"
"12663","B3GNTL1"
"12664","METRNL"
"12665","AC144831.1"
"12666","USP14"
"12667","THOC1"
"12668","AP000845.1"
"12669","TYMS"
"12670","ENOSF1"
"12671","YES1"
"12672","METTL4"
"12673","NDC80"
"12674","SMCHD1"
"12675","EMILIN2"
"12676","LPIN2"
"12677","MYOM1"
"12678","AP005329.2"
"12679","AP005329.3"
"12680","MYL12A"
"12681","AP005329.1"
"12682","MYL12B"
"12683","TGIF1"
"12684","GAPLINC"
"12685","DLGAP1"
"12686","DLGAP1-AS1"
"12687","DLGAP1-AS2"
"12688","LINC00526"
"12689","LINC00667"
"12690","ZBTB14"
"12691","AP001496.1"
"12692","EPB41L3"
"12693","L3MBTL4"
"12694","PTPRM"
"12695","RAB12"
"12696","NDUFV2"
"12697","NDUFV2-AS1"
"12698","ANKRD12"
"12699","AP001033.1"
"12700","TWSG1"
"12701","RALBP1"
"12702","PPP4R1"
"12703","RAB31"
"12704","VAPA"
"12705","NAPG"
"12706","GNAL"
"12707","CHMP1B"
"12708","MPPE1"
"12709","AP001269.4"
"12710","IMPA2"
"12711","TUBB6"
"12712","AFG3L2"
"12713","PRELID3A"
"12714","SPIRE1"
"12715","PSMG2"
"12716","CEP76"
"12717","AP005482.1"
"12718","PTPN2"
"12719","SEH1L"
"12720","CEP192"
"12721","LDLRAD4"
"12722","FAM210A"
"12723","RNMT"
"12724","ZNF519"
"12725","ROCK1"
"12726","ESCO1"
"12727","SNRPD1"
"12728","ABHD3"
"12729","MIB1"
"12730","GATA6"
"12731","AC090912.1"
"12732","RBBP8"
"12733","CABLES1"
"12734","TMEM241"
"12735","RIOK3"
"12736","RMC1"
"12737","NPC1"
"12738","LAMA3"
"12739","TTC39C"
"12740","TTC39C-AS1"
"12741","CABYR"
"12742","OSBPL1A"
"12743","IMPACT"
"12744","SS18"
"12745","PSMA8"
"12746","TAF4B"
"12747","KCTD1"
"12748","AQP4"
"12749","CDH2"
"12750","DSC1"
"12751","B4GALT6"
"12752","TRAPPC8"
"12753","AC009831.1"
"12754","RNF125"
"12755","AC011825.4"
"12756","RNF138"
"12757","DTNA"
"12758","MAPRE2"
"12759","AC015967.1"
"12760","ZNF397"
"12761","ZSCAN30"
"12762","ZNF24"
"12763","INO80C"
"12764","GALNT1"
"12765","C18orf21"
"12766","RPRD1A"
"12767","SLC39A6"
"12768","ELP2"
"12769","TPGS2"
"12770","KIAA1328"
"12771","PIK3C3"
"12772","SYT4"
"12773","SETBP1"
"12774","SLC14A1"
"12775","EPG5"
"12776","PSTPIP2"
"12777","ATP5F1A"
"12778","HAUS1"
"12779","C18orf25"
"12780","RNF165"
"12781","PIAS2"
"12782","KATNAL2"
"12783","HDHD2"
"12784","IER3IP1"
"12785","SMAD2"
"12786","CTIF"
"12787","SMAD7"
"12788","DYM"
"12789","C18orf32"
"12790","RPL17-C18orf32"
"12791","AC100778.3"
"12792","RPL17"
"12793","ACAA2"
"12794","SNHG22"
"12795","MYO5B"
"12796","CFAP53"
"12797","MBD1"
"12798","CXXC1"
"12799","SKA1"
"12800","ME2"
"12801","ELAC1"
"12802","SMAD4"
"12803","MEX3C"
"12804","MBD2"
"12805","AC093462.1"
"12806","POLI"
"12807","C18orf54"
"12808","RAB27B"
"12809","TCF4"
"12810","TXNL1"
"12811","WDR7"
"12812","FECH"
"12813","NARS"
"12814","AC027097.1"
"12815","AC027097.2"
"12816","ATP8B1"
"12817","NEDD4L"
"12818","ALPK2"
"12819","AC104971.3"
"12820","MALT1"
"12821","ZNF532"
"12822","SEC11C"
"12823","LMAN1"
"12824","PMAIP1"
"12825","CDH20"
"12826","RNF152"
"12827","PIGN"
"12828","KIAA1468"
"12829","TNFRSF11A"
"12830","ZCCHC2"
"12831","AC064801.1"
"12832","PHLPP1"
"12833","BCL2"
"12834","KDSR"
"12835","AC036176.1"
"12836","VPS4B"
"12837","SERPINB8"
"12838","DSEL"
"12839","AC110597.3"
"12840","TMX3"
"12841","CCDC102B"
"12842","CD226"
"12843","RTTN"
"12844","SOCS6"
"12845","GTSCR1"
"12846","FBXO15"
"12847","TIMM21"
"12848","CYB5A"
"12849","CNDP2"
"12850","LINC00909"
"12851","ZNF407"
"12852","AC015819.2"
"12853","ZADH2"
"12854","TSHZ1"
"12855","ZNF516"
"12856","ZNF236-DT"
"12857","ZNF236"
"12858","MBP"
"12859","ATP9B"
"12860","NFATC1"
"12861","AC068473.1"
"12862","AC068473.5"
"12863","CTDP1"
"12864","PQLC1"
"12865","HSBP1L1"
"12866","TXNL4A"
"12867","RBFA"
"12868","ADNP2"
"12869","PARD6G-AS1"
"12870","PARD6G"
"12871","C20orf96"
"12872","ZCCHC3"
"12873","NRSN2-AS1"
"12874","SOX12"
"12875","NRSN2"
"12876","TRIB3"
"12877","RBCK1"
"12878","TBC1D20"
"12879","CSNK2A1"
"12880","SRXN1"
"12881","FAM110A"
"12882","PSMF1"
"12883","AL031665.2"
"12884","SNPH"
"12885","SDCBP2"
"12886","AL136531.2"
"12887","SDCBP2-AS1"
"12888","FKBP1A"
"12889","NSFL1C"
"12890","SIRPB1"
"12891","SIRPG"
"12892","STK35"
"12893","SNRPB"
"12894","ZNF343"
"12895","NOP56"
"12896","IDH3B"
"12897","AL049712.1"
"12898","EBF4"
"12899","CPXM1"
"12900","PCED1A"
"12901","VPS16"
"12902","PTPRA"
"12903","MRPS26"
"12904","OXT"
"12905","UBOX5"
"12906","FASTKD5"
"12907","LZTS3"
"12908","DDRGK1"
"12909","ITPA"
"12910","C20orf194"
"12911","ATRN"
"12912","C20orf27"
"12913","CENPB"
"12914","CDC25B"
"12915","LINC01730"
"12916","AP5S1"
"12917","MAVS"
"12918","PANK2"
"12919","RNF24"
"12920","SMOX"
"12921","PRNP"
"12922","RASSF2"
"12923","SLC23A2"
"12924","TMEM230"
"12925","PCNA"
"12926","CDS2"
"12927","GPCPD1"
"12928","SHLD1"
"12929","CHGB"
"12930","TRMT6"
"12931","MCM8"
"12932","CRLS1"
"12933","FERMT1"
"12934","BMP2"
"12935","TMX4"
"12936","PLCB1"
"12937","ANKEF1"
"12938","MKKS"
"12939","SLX4IP"
"12940","JAG1"
"12941","BTBD3"
"12942","SPTLC3"
"12943","ISM1"
"12944","TASP1"
"12945","ESF1"
"12946","NDUFAF5"
"12947","KIF16B"
"12948","SNRPB2"
"12949","BFSP1"
"12950","DSTN"
"12951","RRBP1"
"12952","SNX5"
"12953","MGME1"
"12954","PET117"
"12955","KAT14"
"12956","ZNF133"
"12957","DZANK1"
"12958","POLR3F"
"12959","RBBP9"
"12960","SEC23B"
"12961","SMIM26"
"12962","DTD1"
"12963","AL035563.1"
"12964","RIN2"
"12965","NAA20"
"12966","CRNKL1"
"12967","INSM1"
"12968","RALGAPA2"
"12969","LINC00237"
"12970","KIZ"
"12971","AL117332.1"
"12972","XRN2"
"12973","NKX2-2"
"12974","CD93"
"12975","AL096677.1"
"12976","NXT1"
"12977","LINC01431"
"12978","GZF1"
"12979","NAPB"
"12980","CST3"
"12981","CST7"
"12982","APMAP"
"12983","ACSS1"
"12984","ENTPD6"
"12985","PYGB"
"12986","ABHD12"
"12987","GINS1"
"12988","NINL"
"12989","NANP"
"12990","ZNF337-AS1"
"12991","ZNF337"
"12992","AL390198.1"
"12993","HM13"
"12994","ID1"
"12995","BCL2L1"
"12996","AL117381.1"
"12997","ABALON"
"12998","TPX2"
"12999","PDRG1"
"13000","HCK"
"13001","TM9SF4"
"13002","PLAGL2"
"13003","POFUT1"
"13004","KIF3B"
"13005","ASXL1"
"13006","NOL4L"
"13007","AL034550.2"
"13008","COMMD7"
"13009","DNMT3B"
"13010","MAPRE1"
"13011","AL035071.1"
"13012","CDK5RAP1"
"13013","SNTA1"
"13014","CBFA2T2"
"13015","NECAB3"
"13016","ACTL10"
"13017","E2F1"
"13018","PXMP4"
"13019","ZNF341"
"13020","CHMP4B"
"13021","AL034549.1"
"13022","RALY"
"13023","EIF2S2"
"13024","AHCY"
"13025","ITCH"
"13026","DYNLRB1"
"13027","MAP1LC3A"
"13028","PIGU"
"13029","NCOA6"
"13030","TP53INP2"
"13031","GGT7"
"13032","ACSS2"
"13033","GSS"
"13034","TRPC4AP"
"13035","EDEM2"
"13036","PROCR"
"13037","MMP24OS"
"13038","MMP24"
"13039","EIF6"
"13040","UQCC1"
"13041","CEP250"
"13042","FO393401.1"
"13043","ERGIC3"
"13044","SPAG4"
"13045","CPNE1"
"13046","RBM12"
"13047","NFS1"
"13048","ROMO1"
"13049","RBM39"
"13050","PHF20"
"13051","SCAND1"
"13052","CNBD2"
"13053","NORAD"
"13054","EPB41L1"
"13055","AAR2"
"13056","DLGAP4"
"13057","DLGAP4-AS1"
"13058","TGIF2"
"13059","RAB5IF"
"13060","SLA2"
"13061","NDRG3"
"13062","DSN1"
"13063","SOGA1"
"13064","TLDC2"
"13065","SAMHD1"
"13066","RBL1"
"13067","MROH8"
"13068","RPN2"
"13069","MANBAL"
"13070","SRC"
"13071","BLCAP"
"13072","NNAT"
"13073","CTNNBL1"
"13074","TTI1"
"13075","RPRD1B"
"13076","RALGAPB"
"13077","ACTR5"
"13078","PPP1R16B"
"13079","FAM83D"
"13080","AL023803.1"
"13081","DHX35"
"13082","MAFB"
"13083","TOP1"
"13084","PLCG1"
"13085","ZHX3"
"13086","CHD6"
"13087","SRSF6"
"13088","L3MBTL1"
"13089","Z98752.4"
"13090","IFT52"
"13091","MYBL2"
"13092","TOX2"
"13093","OSER1"
"13094","OSER1-DT"
"13095","FITM2"
"13096","TTPAL"
"13097","SERINC3"
"13098","PKIG"
"13099","ADA"
"13100","AL139352.1"
"13101","LINC01260"
"13102","YWHAB"
"13103","PABPC1L"
"13104","TOMM34"
"13105","STK4"
"13106","SDC4"
"13107","SYS1"
"13108","SYS1-DBNDD2"
"13109","DBNDD2"
"13110","PIGT"
"13111","DNTTIP1"
"13112","UBE2C"
"13113","TNNC2"
"13114","SNX21"
"13115","ACOT8"
"13116","ZSWIM3"
"13117","ZSWIM1"
"13118","NEURL2"
"13119","CTSA"
"13120","PLTP"
"13121","PCIF1"
"13122","ZNF335"
"13123","MMP9"
"13124","SLC12A5"
"13125","NCOA5"
"13126","CD40"
"13127","SLC35C2"
"13128","ELMO2"
"13129","TP53RK"
"13130","ZMYND8"
"13131","NCOA3"
"13132","SULF2"
"13133","PREX1"
"13134","AL133342.1"
"13135","ARFGEF2"
"13136","CSE1L"
"13137","STAU1"
"13138","DDX27"
"13139","ZNFX1"
"13140","ZFAS1"
"13141","B4GALT5"
"13142","SLC9A8"
"13143","SPATA2"
"13144","RNF114"
"13145","SNAI1"
"13146","UBE2V1"
"13147","TMEM189"
"13148","CEBPB-AS1"
"13149","CEBPB"
"13150","PTPN1"
"13151","PARD6B"
"13152","BCAS4"
"13153","ADNP"
"13154","ADNP-AS1"
"13155","DPM1"
"13156","MOCS3"
"13157","NFATC2"
"13158","ATP9A"
"13159","ZFP64"
"13160","TSHZ2"
"13161","ZNF217"
"13162","BCAS1"
"13163","PFDN4"
"13164","DOK5"
"13165","FAM210B"
"13166","AURKA"
"13167","CSTF1"
"13168","CASS4"
"13169","RTF2"
"13170","FAM209A"
"13171","RAE1"
"13172","AL109955.1"
"13173","RBM38"
"13174","ZBP1"
"13175","PMEPA1"
"13176","NKILA"
"13177","RAB22A"
"13178","VAPB"
"13179","STX16"
"13180","NPEPL1"
"13181","GNAS"
"13182","NELFCD"
"13183","CTSZ"
"13184","ATP5F1E"
"13185","PRELID3B"
"13186","ZNF831"
"13187","SYCP2"
"13188","FAM217B"
"13189","PPP1R3D"
"13190","C20orf197"
"13191","MIR646HG"
"13192","TAF4"
"13193","LSM14B"
"13194","PSMA7"
"13195","SS18L1"
"13196","MTG2"
"13197","OSBPL2"
"13198","ADRM1"
"13199","LAMA5"
"13200","AL121832.2"
"13201","RPS21"
"13202","CABLES2"
"13203","SLCO4A1"
"13204","AL357033.4"
"13205","AL357033.3"
"13206","MRGBP"
"13207","OGFR"
"13208","COL9A3"
"13209","TCFL5"
"13210","DIDO1"
"13211","AL117379.1"
"13212","GID8"
"13213","SLC17A9"
"13214","HAR1B"
"13215","HAR1A"
"13216","YTHDF1"
"13217","NKAIN4"
"13218","ARFGAP1"
"13219","KCNQ2"
"13220","EEF1A2"
"13221","PPDPF"
"13222","HELZ2"
"13223","GMEB2"
"13224","MHENCR"
"13225","STMN3"
"13226","RTEL1"
"13227","RTEL1-TNFRSF6B"
"13228","ARFRP1"
"13229","ZGPAT"
"13230","LIME1"
"13231","SLC2A4RG"
"13232","ZBTB46"
"13233","AL118506.1"
"13234","TPD52L2"
"13235","DNAJC5"
"13236","UCKL1"
"13237","UCKL1-AS1"
"13238","ZNF512B"
"13239","SAMD10"
"13240","PRPF6"
"13241","C20orf204"
"13242","TCEA2"
"13243","RGS19"
"13244","OPRL1"
"13245","LKAAEAR1"
"13246","PCMTD2"
"13247","AC016588.2"
"13248","PLPP2"
"13249","MIER2"
"13250","SHC2"
"13251","MADCAM1"
"13252","AC005775.1"
"13253","TPGS1"
"13254","CDC34"
"13255","GZMM"
"13256","AC009005.1"
"13257","BSG"
"13258","HCN2"
"13259","POLRMT"
"13260","FGF22"
"13261","RNF126"
"13262","FSTL3"
"13263","PTBP1"
"13264","CFD"
"13265","MED16"
"13266","R3HDM4"
"13267","KISS1R"
"13268","ARID3A"
"13269","WDR18"
"13270","TMEM259"
"13271","CNN2"
"13272","ABCA7"
"13273","ARHGAP45"
"13274","POLR2E"
"13275","GPX4"
"13276","SBNO2"
"13277","STK11"
"13278","CBARP"
"13279","ATP5F1D"
"13280","MIDN"
"13281","CIRBP"
"13282","C19orf24"
"13283","MUM1"
"13284","NDUFS7"
"13285","GAMT"
"13286","DAZAP1"
"13287","RPS15"
"13288","AC027307.3"
"13289","APC2"
"13290","AC027307.2"
"13291","C19orf25"
"13292","PCSK4"
"13293","REEP6"
"13294","ADAMTSL5"
"13295","MEX3D"
"13296","MBD3"
"13297","UQCR11"
"13298","TCF3"
"13299","ATP8B3"
"13300","REXO1"
"13301","KLF16"
"13302","AC012615.1"
"13303","AC012615.5"
"13304","ABHD17A"
"13305","SCAMP4"
"13306","ADAT3"
"13307","CSNK1G2"
"13308","BTBD2"
"13309","MKNK2"
"13310","MOB3A"
"13311","IZUMO4"
"13312","AP3D1"
"13313","DOT1L"
"13314","PLEKHJ1"
"13315","SF3A2"
"13316","AMH"
"13317","JSRP1"
"13318","OAZ1"
"13319","LINGO3"
"13320","LSM7"
"13321","SPPL2B"
"13322","TIMM13"
"13323","LMNB2"
"13324","GADD45B"
"13325","GNG7"
"13326","DIRAS1"
"13327","SLC39A3"
"13328","SGTA"
"13329","THOP1"
"13330","ZNF554"
"13331","ZNF555"
"13332","ZNF57"
"13333","ZNF77"
"13334","TLE6"
"13335","TLE2"
"13336","AC005944.1"
"13337","AES"
"13338","GNA11"
"13339","GNA15"
"13340","AC005264.1"
"13341","S1PR4"
"13342","NCLN"
"13343","CELF5"
"13344","NFIC"
"13345","SMIM24"
"13346","DOHH"
"13347","FZR1"
"13348","MFSD12"
"13349","HMG20B"
"13350","CACTIN"
"13351","PIP5K1C"
"13352","TJP3"
"13353","APBA3"
"13354","MRPL54"
"13355","MATK"
"13356","ZFR2"
"13357","DAPK3"
"13358","EEF2"
"13359","PIAS4"
"13360","ZBTB7A"
"13361","MAP2K2"
"13362","CREB3L3"
"13363","SIRT6"
"13364","EBI3"
"13365","YJU2"
"13366","TMIGD2"
"13367","FSD1"
"13368","STAP2"
"13369","MPND"
"13370","SH3GL1"
"13371","CHAF1A"
"13372","UBXN6"
"13373","AC011498.1"
"13374","HDGFL2"
"13375","TNFAIP8L1"
"13376","MYDGF"
"13377","DPP9"
"13378","AC005523.1"
"13379","FEM1A"
"13380","AC005523.2"
"13381","TICAM1"
"13382","PLIN3"
"13383","ARRDC5"
"13384","UHRF1"
"13385","KDM4B"
"13386","PTPRS"
"13387","TINCR"
"13388","SAFB2"
"13389","SAFB"
"13390","RPL36"
"13391","C19orf70"
"13392","HSD11B1L"
"13393","LONP1"
"13394","DUS3L"
"13395","AC024592.3"
"13396","NDUFA11"
"13397","AC104532.1"
"13398","VMAC"
"13399","CAPS"
"13400","RANBP3"
"13401","RFX2"
"13402","MLLT1"
"13403","CLPP"
"13404","ALKBH7"
"13405","PSPN"
"13406","GTF2F1"
"13407","KHSRP"
"13408","SLC25A23"
"13409","CRB3"
"13410","DENND1C"
"13411","TUBB4A"
"13412","AC010503.1"
"13413","TNFSF9"
"13414","CD70"
"13415","TNFSF14"
"13416","C3"
"13417","GPR108"
"13418","TRIP10"
"13419","SH2D3A"
"13420","VAV1"
"13421","ADGRE1"
"13422","ZNF557"
"13423","INSR"
"13424","AC119396.1"
"13425","ARHGEF18"
"13426","PEX11G"
"13427","ZNF358"
"13428","MCOLN1"
"13429","PNPLA6"
"13430","XAB2"
"13431","PET100"
"13432","AC008763.1"
"13433","STXBP2"
"13434","MCEMP1"
"13435","TRAPPC5"
"13436","EVI5L"
"13437","PRR36"
"13438","MAP2K7"
"13439","TGFBR3L"
"13440","SNAPC2"
"13441","TIMM44"
"13442","ELAVL1"
"13443","CERS4"
"13444","CD320"
"13445","NDUFA7"
"13446","RPS28"
"13447","KANK3"
"13448","ANGPTL4"
"13449","RAB11B-AS1"
"13450","RAB11B"
"13451","MARCH2"
"13452","HNRNPM"
"13453","PRAM1"
"13454","ZNF414"
"13455","MYO1F"
"13456","ADAMTS10"
"13457","ZNF558"
"13458","ZNF317"
"13459","ZNF699"
"13460","ZNF559"
"13461","ZNF266"
"13462","ZNF426"
"13463","ZNF426-DT"
"13464","ZNF121"
"13465","ZNF561"
"13466","ZNF562"
"13467","ZNF846"
"13468","FBXL12"
"13469","UBL5"
"13470","PIN1"
"13471","OLFM2"
"13472","COL5A3"
"13473","C19orf66"
"13474","ANGPTL6"
"13475","PPAN"
"13476","P2RY11"
"13477","EIF3G"
"13478","DNMT1"
"13479","S1PR2"
"13480","MRPL4"
"13481","ICAM1"
"13482","ICAM4"
"13483","ZGLP1"
"13484","FDX2"
"13485","RAVER1"
"13486","AC114271.1"
"13487","ICAM3"
"13488","TYK2"
"13489","CDC37"
"13490","PDE4A"
"13491","KEAP1"
"13492","S1PR5"
"13493","ATG4D"
"13494","KRI1"
"13495","CDKN2D"
"13496","SLC44A2"
"13497","ILF3-DT"
"13498","ILF3"
"13499","QTRT1"
"13500","DNM2"
"13501","TMED1"
"13502","C19orf38"
"13503","CARM1"
"13504","YIPF2"
"13505","TIMM29"
"13506","SMARCA4"
"13507","LDLR"
"13508","SPC24"
"13509","KANK2"
"13510","DOCK6"
"13511","RAB3D"
"13512","TMEM205"
"13513","CCDC159"
"13514","PLPPR2"
"13515","AC024575.1"
"13516","SWSAP1"
"13517","EPOR"
"13518","PRKCSH"
"13519","ELAVL3"
"13520","ZNF653"
"13521","ECSIT"
"13522","ELOF1"
"13523","ZNF627"
"13524","ACP5"
"13525","ZNF823"
"13526","ZNF441"
"13527","ZNF491"
"13528","ZNF440"
"13529","ZNF439"
"13530","ZNF69"
"13531","ZNF700"
"13532","ZNF763"
"13533","ZNF433"
"13534","ZNF844"
"13535","ZNF788P"
"13536","ZNF20"
"13537","ZNF136"
"13538","ZNF44"
"13539","ZNF563"
"13540","ZNF442"
"13541","ZNF799"
"13542","ZNF443"
"13543","ZNF709"
"13544","ZNF564"
"13545","ZNF490"
"13546","ZNF791"
"13547","AC010422.3"
"13548","MAN2B1"
"13549","WDR83"
"13550","WDR83OS"
"13551","DHPS"
"13552","FBXW9"
"13553","TNPO2"
"13554","TRIR"
"13555","ASNA1"
"13556","HOOK2"
"13557","AC018761.3"
"13558","JUNB"
"13559","PRDX2"
"13560","AC018761.2"
"13561","THSD8"
"13562","RNASEH2A"
"13563","MAST1"
"13564","DNASE2"
"13565","GCDH"
"13566","SYCE2"
"13567","FARSA"
"13568","CALR"
"13569","AC092069.1"
"13570","RAD23A"
"13571","GADD45GIP1"
"13572","NFIX"
"13573","LYL1"
"13574","TRMT1"
"13575","NACC1"
"13576","STX10"
"13577","IER2"
"13578","AC011446.2"
"13579","CACNA1A"
"13580","CCDC130"
"13581","MRI1"
"13582","C19orf53"
"13583","ZSWIM4"
"13584","AC020916.1"
"13585","NANOS3"
"13586","C19orf57"
"13587","CC2D1A"
"13588","DCAF15"
"13589","RFX1"
"13590","AC022098.4"
"13591","IL27RA"
"13592","MISP3"
"13593","SAMD1"
"13594","PRKACA"
"13595","ASF1B"
"13596","AC022098.1"
"13597","ADGRL1"
"13598","LINC01841"
"13599","ADGRE5"
"13600","DDX39A"
"13601","PKN1"
"13602","GIPC1"
"13603","DNAJB1"
"13604","TECR"
"13605","NDUFB7"
"13606","ZNF333"
"13607","ADGRE2"
"13608","ILVBL"
"13609","NOTCH3"
"13610","BRD4"
"13611","AKAP8"
"13612","AKAP8L"
"13613","WIZ"
"13614","RASAL3"
"13615","PGLYRP2"
"13616","CYP4F22"
"13617","TPM4"
"13618","RAB8A"
"13619","AC008894.2"
"13620","HSH2D"
"13621","FAM32A"
"13622","AP1M1"
"13623","AC020911.2"
"13624","KLF2"
"13625","EPS15L1"
"13626","C19orf44"
"13627","CHERP"
"13628","AC008764.6"
"13629","SLC35E1"
"13630","AC008764.8"
"13631","MED26"
"13632","SMIM7"
"13633","TMEM38A"
"13634","SIN3B"
"13635","HAUS8"
"13636","MYO9B"
"13637","USE1"
"13638","OCEL1"
"13639","NR2F6"
"13640","BABAM1"
"13641","ANKLE1"
"13642","ABHD8"
"13643","MRPL34"
"13644","DDA1"
"13645","ANO8"
"13646","GTPBP3"
"13647","BST2"
"13648","BISPR"
"13649","MVB12A"
